Issn;SJR Best Quartile
ISSN 15551423, 15551415;Q2
ISSN 15422321, 1542233X;Q2
ISSN 05785634;Q2
ISSN 15324222, 08982112;Q1
ISSN 00498254, 13665928;Q2
ISSN 2075163X;Q2
ISSN 11959479;Q2
ISSN 12121819;Q2
ISSN 07209355;Q3
ISSN 14653923, 00905992;Q1
ISSN 03044068;Q2
ISSN 02089068;Q2
ISSN 11795441;Q3
ISSN 20734352;Q2
ISSN 1464343X;Q2
ISSN 18785166, 18785158;Q1
ISSN 10641955;Q2
ISSN 07360258;Q2
ISSN 17893186, 20609175;Q3
ISSN 08860440, 15408191;Q2
ISSN 1942597X, 15594076;-
-;-
ISSN 13892177;Q2
ISSN 00224901;Q2
ISSN 18066690, 00456888;Q1
ISSN 15513076, 15513084;Q2
ISSN 08971889, 1618727X;Q2
ISSN 10974628, 00218995;Q2
ISSN 00207578;Q2
ISSN 19430663, 19430671;Q1
ISSN 10629408;Q2
ISSN 17455030;Q1
ISSN 13698001;Q2
ISSN 15333175;Q2
ISSN 15410064, 00083658;Q1
ISSN 15738663, 13853449;Q2
ISSN 14724049;Q1
ISSN 21683573, 21683565;Q2
ISSN 15450821, 08959420;Q2
ISSN 14701332, 09512748;Q1
ISSN 00770892;Q1
ISSN 08837066, 10991727;Q1
-;-
ISSN 13132989, 13132970;Q2
ISSN 03150941;Q2
ISSN 03000605;Q2
ISSN 0946672X, 18783252;Q3
ISSN 13625187, 14730782;Q2
ISSN 00253235, 15730581;Q2
ISSN 17351472;Q2
ISSN 02884771;Q1
ISSN 09593845;Q2
ISSN 17518423;Q2
ISSN 18787665, 03345114;Q2
ISSN 00063657;Q2
ISSN 01433369;Q2
ISSN 16876113, 16876105;Q2
ISSN 02732289;Q2
ISSN 22107703, 22107711;Q1
ISSN 19447442;Q2
ISSN 24725730;Q2
ISSN 03093247;Q2
ISSN 14626004;Q1
ISSN 15322394, 08982104;Q2
ISSN 13639080;Q2
ISSN 17430585, 17430593;Q2
ISSN 08935696;Q2
ISSN 15460096;Q2
ISSN 14017431, 16512006;Q2
ISSN 13665626;Q2
ISSN 10892680;Q2
ISSN 18112382;Q2
ISSN 1865035X;Q2
ISSN 10020071;Q1
ISSN 02198762;Q1
ISSN 09405550;Q1
ISSN 2045709X;Q1
ISSN 09741208;Q2
ISSN 07356757, 15328171;Q2
ISSN 03750442;Q2
ISSN 18722113;Q2
ISSN 12296929;Q2
ISSN 08869383;Q2
ISSN 09668519;Q2
ISSN 0100204X, 16783921;Q2
ISSN 15304515;Q2
ISSN 14345293;Q2
ISSN 02735024, 15432769;Q2
ISSN 1056263X, 15733580;Q2
ISSN 14204096, 14230143;Q2
ISSN 14241277;Q2
ISSN 00071668, 14661799;Q2
ISSN 10006869;Q2
ISSN 15343189, 10928464;Q2
ISSN 19390807;Q3
ISSN 10523073;Q2
ISSN 14746743;Q1
ISSN 19401736, 19401744;Q3
ISSN 1357650X, 14640678;Q2
ISSN 07481756;Q2
ISSN 08957967;Q2
ISSN 02557614, 1744795X;Q1
ISSN 15731804, 09577572;Q1
ISSN 13454773, 18805221;Q3
ISSN 14718847, 14718731;Q1
ISSN 10490078;Q2
ISSN 0042207X;Q2
ISSN 09668373;Q1
ISSN 14682419, 13603736;Q2
ISSN 20937997, 20937911;Q1
ISSN 12034754, 16157109;Q2
ISSN 15730735, 09208550;Q2
ISSN 09075682;Q3
ISSN 22128271;-
ISSN 18438121;Q1
ISSN 15361241;Q2
ISSN 10105395;Q2
ISSN 10990801, 02693879;Q2
-;-
ISSN 00034088;Q2
ISSN 00346748;Q2
ISSN 17458560, 17458552;Q2
ISSN 15746267;Q1
ISSN 0965075X, 14682389;Q1
ISSN 00359475;Q2
ISSN 0278081X;Q2
ISSN 11093099;Q3
ISSN 10857117, 15372693;Q2
ISSN 15685888;Q2
ISSN 10914358;Q2
ISSN 1993078X, 19930771;Q2
ISSN 10708022, 15365166;Q2
ISSN 07438141;Q2
ISSN 13309862;Q1
ISSN 01811568;Q2
ISSN 22211691;Q2
ISSN 00084506;Q1
ISSN 1545696X, 08976546;Q1
ISSN 12396095;Q2
ISSN 16796225;Q2
ISSN 01676423;Q2
ISSN 02664674, 14697831;Q2
ISSN 15728889, 08927553;Q2
ISSN 11283602;Q2
ISSN 17549485, 17549477;Q2
ISSN 10492089;Q2
ISSN 15534510, 15534529;Q2
ISSN 13443941;Q2
ISSN 08883254;Q2
ISSN 09603271;Q3
ISSN 03425282;Q2
ISSN 15325318, 10720162;Q2
ISSN 17479991;Q1
ISSN 21622973, 21622965;Q2
ISSN 14351536, 0303402X;Q2
ISSN 00931896, 15397858;Q1
ISSN 1521186X, 01978462;Q2
ISSN 00480169, 11760710;Q1
ISSN 14680181;Q2
ISSN 15525767, 15525775;Q2
ISSN 14927535;Q2
ISSN 1121760X;Q2
ISSN 15376524, 15376516;Q3
ISSN 01764225, 15699714;Q1
ISSN 00110000;Q3
ISSN 03093646;Q1
ISSN 15604292, 15604306;Q2
ISSN 18622771, 16747291;Q2
ISSN 14474514;Q2
ISSN 15986357, 10118934;Q2
ISSN 13493329, 00408727;Q2
ISSN 10964657, 0361073X;Q2
ISSN 14442892, 14439506;Q2
ISSN 17426731, 17426723;Q2
ISSN 19412789;Q2
ISSN 15945685;Q2
ISSN 10813810;Q3
ISSN 20522975;Q3
ISSN 00432288;Q2
ISSN 10508619;Q1
ISSN 00090352;Q2
ISSN 15729451, 10184864;Q2
ISSN 15280837;Q1
ISSN 13542516;Q4
ISSN 00025232;Q3
ISSN 14775085, 10295399;Q2
ISSN 09555986;Q2
ISSN 03613666, 14677717;Q1
ISSN 2210271X;Q2
ISSN 07319053;Q2
ISSN 1399560X;Q2
ISSN 22879722, 22879714;Q2
ISSN 00930334;Q1
ISSN 00031062;Q1
ISSN 1068316X;Q1
ISSN 12864854, 02955075;Q2
ISSN 10220119;Q2
ISSN 00113840;Q2
ISSN 21527806;Q2
ISSN 22501541, 19472714;Q2
ISSN 14697688, 14697696;Q1
ISSN 15335399;Q2
ISSN 1063293X;Q1
ISSN 10826084, 15322491;Q2
ISSN 15729834, 09234861;Q2
ISSN 00457906;Q1
ISSN 15269523;Q2
ISSN 00421138, 14230399;Q2
ISSN 03881350, 18803989;Q2
ISSN 02148358;Q2
ISSN 11786949;Q2
ISSN 15332640, 15332659;Q2
ISSN 18150659;Q3
ISSN 15459624, 15459632;Q2
ISSN 17566649;Q2
ISSN 0002919X;Q1
ISSN 1828695X;Q2
ISSN 08874034;Q1
ISSN 02656590;Q1
ISSN 03011569, 14230275;Q2
-;-
ISSN 14928760;Q3
ISSN 00418994;Q3
ISSN 03786323;Q2
ISSN 23519894;Q2
ISSN 16618262, 16618254;Q3
ISSN 10566171, 15370437;Q2
ISSN 15323382, 15323390;Q1
ISSN 19355297;Q2
ISSN 17421780, 17421772;Q1
ISSN 07311214;Q2
ISSN 20404166, 20404174;Q3
ISSN 0022149X, 14752697;Q2
ISSN 09320814;Q1
ISSN 14645262, 00222933;Q2
ISSN 00187143, 15346617;Q3
ISSN 09409602;Q2
ISSN 19475543, 19475535;Q2
ISSN 19342608;Q2
ISSN 10610421;Q2
ISSN 19393210, 19393229;Q2
ISSN 14726955;Q1
ISSN 07391102;Q3
ISSN 12299367;Q2
ISSN 09696474;Q2
ISSN 00219320, 14697599;Q1
ISSN 00074861, 14320800;Q2
ISSN 17380006, 00234001;Q3
ISSN 18651372;Q2
ISSN 21026459;Q2
ISSN 00986283, 15328023;Q2
ISSN 1912216, 07431546;-
ISSN 11184841;Q2
ISSN 14733250;Q2
ISSN 0044586X, 21077207;Q2
ISSN 20469055, 20469047;Q2
ISSN 1408967X;Q1
ISSN 22961887;Q2
ISSN 00218596, 14695146;Q2
ISSN 17434440;Q2
ISSN 16733509, 16747984;Q2
ISSN 01782789, 14322315;Q2
ISSN 16746767;Q2
ISSN 15482634, 00323888;Q2
ISSN 07908318;Q1
ISSN 03936155;Q2
ISSN 14790556;Q2
ISSN 20461402;Q1
ISSN 15343081, 15313433;Q2
ISSN 0125877X;Q3
ISSN 14699710, 01426397;Q2
ISSN 15596109;Q2
ISSN 21628750, 21628742;Q2
ISSN 10642285;Q2
ISSN 08928649, 15372650;Q2
ISSN 02698803;Q3
ISSN 1099209X;Q2
ISSN 08913811;Q1
ISSN 16878736, 16878728;Q2
ISSN 17486025;Q2
ISSN 14607425;Q1
ISSN 00379409;Q2
ISSN 00101354, 17306302;Q2
ISSN 15210642, 00908320;Q1
ISSN 14574969;Q2
ISSN 15982351, 20936311;Q2
ISSN 1846579X;Q3
ISSN 02084147;Q3
ISSN 15729001, 10400400;Q2
ISSN 16712234;Q1
ISSN 01380338;Q2
ISSN 00048623;Q2
ISSN 14703203;Q2
-;-
ISSN 15334678;-
ISSN 21640300;-
ISSN 12254657, 19765118;Q1
ISSN 14635771;Q1
ISSN 12928941, 1292895X;Q2
ISSN 1436736X, 00183768;Q2
ISSN 11791330;Q2
ISSN 00458511;Q2
ISSN 11791578;Q2
ISSN 20006764, 2000656X;Q2
ISSN 08169020;Q2
ISSN 1537890X, 15378918;Q2
ISSN 15176398;Q2
ISSN 17237785;Q2
ISSN 0022300X;Q2
ISSN 10943412;Q2
ISSN 03038467;Q2
ISSN 1467999X, 00261386;Q2
ISSN 15677095;Q1
-;-
ISSN 07349041;Q2
ISSN 08608229;Q2
ISSN 16310691;Q2
ISSN 0895173X;Q2
ISSN 0006324X;Q2
ISSN 00212059;Q1
ISSN 15465098;Q2
ISSN 17437555, 17437563;Q3
ISSN 00036862, 1347605X;Q2
ISSN 1610739X, 13452630;Q2
ISSN 10991751, 07496753;Q2
ISSN 10112367;Q2
ISSN 20131631, 18885063;Q2
ISSN 18676936;Q2
ISSN 09574530, 09574522, 1573482X;Q2
ISSN 13522752;Q2
-;-
ISSN 14726904;Q2
ISSN 00914169;Q1
ISSN 13881957;Q2
ISSN 01650203;Q2
ISSN 15571866, 15571858;Q2
ISSN 1464066X, 00207594;Q2
ISSN 00377910;Q2
ISSN 10215506;Q2
ISSN 10189068;Q3
ISSN 21501327, 21501319;Q2
ISSN 17405904, 17405912;Q2
ISSN 13190164;Q2
ISSN 00015717, 10009515;Q2
ISSN 18744907;Q2
ISSN 00040843;Q3
ISSN 17686733;Q2
ISSN 10265511, 10655131;Q2
ISSN 01375881;Q2
ISSN 01679317;Q2
ISSN 18651542;Q2
ISSN 08695938;Q2
ISSN 08938849;Q2
ISSN 14391899, 0174304X;Q2
ISSN 19362447, 19362455;Q2
ISSN 20363176, 20367902;Q3
ISSN 07356331, 15414140;Q2
ISSN 15023923, 0020174X;Q2
ISSN 03076938, 13652230;Q2
ISSN 15707385;Q1
ISSN 00393681;Q1
ISSN 18691986, 18691978;Q2
ISSN 0233111X, 15214028;Q2
ISSN 10643745;Q4
ISSN 08839115;Q2
ISSN 14369990, 14371588;Q2
ISSN 00393169, 15731626;Q2
ISSN 09574271;Q2
ISSN 15538338, 15538605;Q2
ISSN 13489151, 13498169;Q3
ISSN 15731324, 12301612;Q2
ISSN 15398412;Q2
ISSN 10621024, 15732843;Q2
ISSN 17555345;Q2
-;-
ISSN 1350911X, 00135194;Q2
ISSN 14456664, 14446162;Q2
ISSN 00049425;Q2
ISSN 14664372, 13545701;Q1
ISSN 10177825;Q2
ISSN 14653311, 00049182;Q2
ISSN 03946320;Q3
ISSN 10048979;Q2
-;-
ISSN 00352950, 19506686;Q1
ISSN 11087471;Q2
ISSN 09673407;Q1
ISSN 09500340, 13623044;Q2
ISSN 01489917;Q2
ISSN 15474127, 15585069;Q2
ISSN 08105391;Q1
ISSN 16065131, 16058127;Q2
ISSN 09578811;Q2
ISSN 18659292, 18659284;Q1
ISSN 02702592, 14756803;Q2
ISSN 03412059, 16134087;Q2
ISSN 02569574, 00382469;Q2
ISSN 09571787;Q1
ISSN 87554615;Q1
ISSN 14750961;Q3
ISSN 18601480, 18601499;Q2
ISSN 02531933;Q2
ISSN 09514848;Q2
ISSN 14332833;Q2
ISSN 01436570, 10991468;Q1
ISSN 08921016;Q2
ISSN 14243210, 14248220;Q2
ISSN 00130001;Q1
ISSN 09544119;Q2
ISSN 13419145;Q2
ISSN 21917043;Q2
ISSN 18759572;Q2
ISSN 13654632, 00119059;Q2
ISSN 0268540X;Q1
ISSN 18455719;Q2
ISSN 19913761;Q1
ISSN 16511972, 09064702;Q2
ISSN 17152593;Q1
ISSN 14664313, 1350486X;Q2
ISSN 20799292, 08834989;Q1
ISSN 13569775, 14693631;Q1
ISSN 14203049;Q2
ISSN 0265671X;Q1
ISSN 15441024, 10599495;Q2
ISSN 05809517;Q3
ISSN 10712690;Q4
ISSN 05776686;Q2
ISSN 16807340;Q2
-;-
ISSN 01635808;Q2
ISSN 15451097, 15570886;Q2
ISSN 0010096X;Q1
ISSN 15479714, 15393585;Q1
ISSN 00222852, 1096083X;Q2
ISSN 17445116, 13880209;Q1
ISSN 00187259;Q1
ISSN 09590552;Q2
ISSN 09187960, 13488570;Q1
ISSN 15722740;Q2
ISSN 09346694;Q2
ISSN 02640473;Q2
ISSN 17549515, 17549507;Q1
ISSN 00977004;Q1
ISSN 17400236, 17400228;Q1
ISSN 10835423, 19433999;Q2
ISSN 16986946, 16984447;Q2
ISSN 13411357;Q2
ISSN 01668641;Q3
ISSN 13993046, 13973142;Q2
ISSN 10437398, 15289044;Q2
ISSN 0965206X;Q2
ISSN 16121872, 16121880;Q2
ISSN 10636927;-
ISSN 21561761, 2156177X;Q1
ISSN 0927538X;Q2
ISSN 09699988, 1365232X;Q1
ISSN 15734021, 18756506;Q2
ISSN 16727975;Q3
ISSN 1982355X, 18089798;Q2
ISSN 16156110, 03782697;Q2
ISSN 09544054;Q1
ISSN 14777487;Q1
ISSN 0100879X;Q1
ISSN 0969806X;Q2
ISSN 13418998, 16163915;Q3
ISSN 14355663, 01770667;Q1
ISSN 17482941, 1748295X;Q2
-;-
ISSN 14752409;Q2
ISSN 09698043;Q2
ISSN 2213333X;Q2
ISSN 20089163, 22516832;Q2
ISSN 22343814, 22343806;Q2
ISSN 18073107, 15177491;Q2
ISSN 08852545;Q1
ISSN 19302126;Q2
ISSN 07435800, 15324206;Q3
ISSN 18616429, 18616410;Q2
ISSN 18891861, 19894007;Q1
ISSN 08932174, 11399791;Q2
ISSN 17427835;Q3
-;-
ISSN 00308870, 15346188;Q1
ISSN 1350293X, 17521807;Q2
ISSN 15320820;Q2
ISSN 10982361, 07333188;Q2
ISSN 07011784;Q2
ISSN 1470482X;Q1
ISSN 09167250;Q2
ISSN 00667374, 14679264;Q1
ISSN 00296473;Q1
ISSN 0042790X;Q2
ISSN 1556276X, 19317573;Q2
ISSN 13873741, 15729400;Q2
ISSN 15728935, 10229760;Q2
ISSN 09687637;Q2
ISSN 2095221X, 20952201;Q2
ISSN 20751729, 00243019;Q2
ISSN 1525822X;Q1
ISSN 10855629;Q2
ISSN 17422140, 17422132;Q1
-;-
ISSN 00251003;Q1
ISSN 20734212, 20734239;Q2
ISSN 0972978X;Q2
ISSN 14803275, 00084166;Q2
ISSN 15728560, 09258558;Q1
ISSN 00933813;Q2
ISSN 15562646;Q1
ISSN 02773945;Q1
ISSN 18690327;Q2
ISSN 03002896;Q2
ISSN 09637486, 14653478;Q2
ISSN 00030651;Q2
ISSN 19983689, 03014738;Q2
ISSN 13510126;Q1
ISSN 17561841, 1756185X;Q3
ISSN 20734441;Q2
ISSN 08581088;Q2
ISSN 15835022, 20669208;Q3
ISSN 02664852, 15269248;Q3
ISSN 1744313X, 17443121;Q3
ISSN 17440572;Q1
ISSN 10290435, 08927022;Q2
ISSN 20471033, 20471025;Q1
-;-
ISSN 1350231X, 14791803;Q2
ISSN 01342452;Q2
ISSN 14320630, 09478396;Q2
ISSN 22121447;Q2
ISSN 18274765;Q1
ISSN 21921962;Q1
ISSN 0103846X;Q2
ISSN 14685914, 00218308;Q1
-;-
ISSN 08894019;Q2
ISSN 09546324;Q2
ISSN 10844627;-
ISSN 19491026, 19491018;Q2
ISSN 18817823, 18817815;Q2
ISSN 10696679;Q2
ISSN 0001527X;Q2
-;-
ISSN 07461739;Q1
ISSN 01425463, 14682494;Q2
ISSN 15533506, 15533514;Q2
ISSN 00396265;Q2
ISSN 09653562;Q1
ISSN 09381287, 14322153;Q2
ISSN 14396203, 02567679;Q2
ISSN 19387636, 19386400;Q1
ISSN 1745526X, 00336882;Q1
ISSN 03736687;Q2
ISSN 03170861;Q2
ISSN 13629387;Q1
ISSN 14818035;Q2
ISSN 00076791;Q1
ISSN 09425616, 15213870;Q3
ISSN 23299207, 23299215;Q2
ISSN 00174815, 14682257;Q3
ISSN 09583947;Q2
ISSN 00020206;Q1
ISSN 15564886, 15564991;Q1
ISSN 15594122;Q2
ISSN 00400912;Q1
ISSN 13476947, 09168451;Q2
-;-
ISSN 09745203, 09720707;Q2
ISSN 00343552;Q2
ISSN 10357718;Q1
ISSN 08898391;Q2
ISSN 10833188;Q2
ISSN 1542474X, 1082720X;Q2
ISSN 02194988;Q3
ISSN 10118942;Q2
ISSN 09237992, 1573708X;Q2
ISSN 15737357, 00222291;Q2
ISSN 17494737, 17494729;Q2
-;-
ISSN 08997659, 15488667;Q3
-;-
ISSN 15345084;Q2
ISSN 1475925X;Q2
ISSN 00325473, 14690756;Q2
ISSN 14680440, 10185895;Q1
ISSN 15563669, 15305627;Q2
ISSN 15368386, 15368378;Q2
ISSN 02550857, 19983646;Q3
ISSN 19768710, 20050720;Q2
ISSN 15882632, 02365294;Q2
ISSN 13608592;Q1
ISSN 09477411;Q2
ISSN 10934510;Q1
ISSN 1754730X, 20498535;Q1
ISSN 14610981, 17430437;Q1
ISSN 15554120;Q1
ISSN 14697785, 03734633;Q2
ISSN 16877675, 16877667;Q2
ISSN 23298464, 23298456;Q2
ISSN 22147853;-
ISSN 21555486, 21555494;-
ISSN 00713473, 08123985;Q2
ISSN 10427201;Q1
ISSN 15940667, 17208319;Q2
ISSN 13612026;Q2
ISSN 10991522, 08943214;Q2
ISSN 17460794;Q3
-;-
ISSN 09535438;Q2
ISSN 16048156;Q2
ISSN 13602357;Q2
ISSN 17582555;Q2
-;-
ISSN 15273342;Q2
ISSN 10645616;Q3
ISSN 2038131X;Q2
ISSN 12467405;Q3
ISSN 13653148, 09587578;Q3
ISSN 00786209;Q2
ISSN 14390272, 03034569;Q2
ISSN 10275487;Q2
ISSN 10499091;Q2
ISSN 13582267;Q2
ISSN 15409589;Q2
ISSN 03043886;Q2
ISSN 01665316;Q2
ISSN 14790718;Q1
ISSN 10053867;Q3
-;-
ISSN 17587360;Q2
ISSN 15583058;Q1
ISSN 07246145, 16168542;Q2
ISSN 20420064, 20908059;Q3
ISSN 18788750;Q2
ISSN 00424900;Q2
ISSN 18369324;Q1
ISSN 09690700;Q1
ISSN 00288233;Q2
ISSN 02397528;Q1
ISSN 09745572;Q1
ISSN 10990526, 10762787;Q1
ISSN 2062249X;Q2
ISSN 01692968;Q2
ISSN 14754967, 10611924;Q1
-;-
ISSN 14687976;Q2
ISSN 0033569X;Q3
-;-
ISSN 0889938X, 15737160;Q2
ISSN 17920981, 17921015;Q2
ISSN 03601234, 15324109;Q2
ISSN 10934529, 15324117;Q2
ISSN 10888691, 1532480X;Q2
ISSN 01655701, 15732630;Q2
ISSN 11787074;Q2
ISSN 22434690;Q1
ISSN 01939459;Q1
ISSN 14755890, 01435671;Q2
ISSN 18463886;Q3
ISSN 19349300, 19349297;Q1
ISSN 08858195, 15430154;Q2
ISSN 10067191;Q1
ISSN 1229845X;Q2
ISSN 01047760;Q2
ISSN 15324141, 03610918;Q2
ISSN 17428149, 14647273;Q2
ISSN 11671122;Q2
ISSN 14699508, 1360080X;Q2
ISSN 07399863;Q1
ISSN 18075932;Q2
ISSN 02197200;Q2
ISSN 10990542, 10613773;Q1
ISSN 13862820;Q1
ISSN 14359537, 14359529;Q2
ISSN 09209069, 15730778;Q2
ISSN 2045452X;Q3
ISSN 13623079, 0952813X;Q2
ISSN 18755364, 16723651;Q1
ISSN 15353508, 15360121;Q2
ISSN 08911150;Q2
ISSN 14346028, 14346036;Q2
ISSN 08940525, 20956037;Q2
ISSN 17557747, 17557739;Q1
ISSN 2052174X, 20521758;Q2
ISSN 14320525, 00015903;Q2
ISSN 16000579, 13965883;Q2
ISSN 20420048, 20908113;Q2
-;-
ISSN 14712857, 09579664;Q2
ISSN 17417589;Q2
ISSN 18725120;Q2
ISSN 10982825, 08878013;Q2
ISSN 22223959, 16725123;Q2
ISSN 14381435, 10703004;Q2
ISSN 19493673;-
ISSN 14173875;Q3
ISSN 15748863;Q2
-;-
ISSN 04652746;Q2
ISSN 20088213, 20087802;Q2
ISSN 1747423X;Q2
ISSN 14785951, 1478596X;Q2
ISSN 1944687X;Q2
ISSN 19392699;Q2
ISSN 08956308;Q1
ISSN 00068705;Q2
ISSN 18636705;Q2
ISSN 0191491X;Q2
ISSN 18632513, 18632505;Q1
ISSN 10685502;Q2
ISSN 15733319, 10531890;Q2
ISSN 10927697, 15737748;Q1
ISSN 07482337, 14770393;Q2
ISSN 13925113;Q3
ISSN 08820538;Q2
ISSN 14246074;Q3
ISSN 1420326X;Q2
ISSN 10942076;Q1
ISSN 09576509;Q2
ISSN 13418076, 14470756;Q2
ISSN 1440172X, 13227114;Q2
ISSN 13249347;Q2
ISSN 16443616, 18951074;Q2
ISSN 00439339;Q2
ISSN 13621971;Q2
ISSN 02707314, 10969934;Q1
ISSN 17477891;Q2
ISSN 16605454, 16605446;Q2
ISSN 14680343, 09541985;Q2
ISSN 16642155, 16642147;Q2
ISSN 00166723, 14695073;Q4
ISSN 09722696;Q2
ISSN 17539269;Q2
ISSN 13674935;Q1
ISSN 1868503X, 18685021;Q2
ISSN 0011393X;Q2
ISSN 0974777X, 09748245;Q3
ISSN 18727859;Q2
ISSN 15503259, 02718294;Q1
ISSN 01623532;Q2
ISSN 00815993;Q3
ISSN 19338244;Q2
ISSN 8756971X;Q2
ISSN 15376532, 15376494;Q2
ISSN 18639135;Q2
ISSN 14794403;Q2
ISSN 1532415X, 03610926;Q3
ISSN 00169560, 08550328;Q2
ISSN 1648715X;Q2
ISSN 01479563;Q2
ISSN 10116702;Q1
-;-
ISSN 03010066, 14684233;Q3
ISSN 19717458;Q2
ISSN 13379569, 13376853;Q3
ISSN 17539447, 17539455;Q2
ISSN 10790969;Q2
ISSN 09657576, 14679396;Q2
ISSN 00340006, 14679329;Q1
ISSN 13527592;Q2
ISSN 19348525, 19348533;Q3
ISSN 22343164, 22341900;Q2
ISSN 10261265;Q2
ISSN 09161821, 13459678, 13475320;Q2
ISSN 10760296;Q3
ISSN 16114663, 14350211;Q3
ISSN 13428144;Q2
ISSN 10479651;Q2
ISSN 15685411, 13885545;Q2
ISSN 10369872;Q2
ISSN 0393974X;Q3
ISSN 15687759;Q1
ISSN 03008932;Q2
ISSN 00408166;Q4
ISSN 10434542, 15328457;Q1
ISSN 21541647;Q2
ISSN 09668136, 14653427;Q1
ISSN 13594117;Q2
ISSN 10863176, 00075140;Q1
ISSN 15733009, 13528505;Q2
ISSN 01616846, 15411540;Q2
ISSN 03432521, 15729893;Q2
ISSN 09669760;Q2
ISSN 15523047, 07417136;Q2
ISSN 1086671X;Q2
ISSN 15739260, 00374466;Q2
ISSN 02652323;Q2
ISSN 18746128, 18746098;Q2
ISSN 0030851X;Q2
ISSN 10906924;Q2
ISSN 10806954;Q2
ISSN 09627480, 14718405;Q2
ISSN 02684527;Q1
ISSN 19450265, 19450257;Q4
ISSN 01018205;Q3
ISSN 15729230, 08949840;Q2
ISSN 1319562X;Q2
ISSN 00978493;Q1
ISSN 14456354;Q1
ISSN 22342443, 22342400;Q2
ISSN 16000684, 00472565;Q2
ISSN 15466086, 15525023;Q3
ISSN 00185345;Q1
ISSN 15732967, 14202026;Q2
ISSN 01956086;Q2
ISSN 21645698, 21645701;Q2
ISSN 07342829;Q2
ISSN 1433299X, 09345043;Q2
ISSN 15578437, 00657743;Q3
ISSN 10854622;Q2
ISSN 15277941, 15388654;Q1
ISSN 0092623X, 15210715;Q2
ISSN 1746031X, 16184742;Q2
ISSN 18742912;Q2
ISSN 00389056, 1521379X;Q2
ISSN 13291947;Q2
ISSN 16876970, 16876962;Q2
ISSN 22132961, 20952546;Q2
ISSN 10988963, 07399529;Q2
ISSN 15299740, 15299732;Q2
ISSN 15322513, 08923973;Q3
ISSN 09138668, 14388359;Q2
ISSN 09446524;Q2
ISSN 10900578;Q3
ISSN 16433750, 12341010;Q2
ISSN 08969132, 17581877;Q2
ISSN 16870409, 10853375;Q3
ISSN 00469750;Q2
ISSN 00206539;Q2
ISSN 02680130;Q2
ISSN 1042346X;Q2
ISSN 18785352;Q2
ISSN 19768257;Q3
ISSN 10286608;Q2
ISSN 02780372;Q3
ISSN 03935965;Q2
ISSN 00112275;Q2
ISSN 10049541;Q2
ISSN 07364679;Q2
ISSN 11793155, 11793163;Q2
ISSN 14645246, 02652048;Q2
ISSN 22118020;Q2
ISSN 09717811;Q2
ISSN 18731821, 14649055;Q2
ISSN 15698025;Q2
ISSN 18360661, 18363644;Q2
ISSN 14390426, 01758659;Q3
ISSN 19396376, 19396368;Q2
ISSN 17441730, 17441749;Q2
ISSN 14523981;Q3
ISSN 13453807;Q2
ISSN 15731529, 09603182;Q1
ISSN 10219498;Q2
ISSN 17333490;Q2
ISSN 14796708, 17486971;Q3
ISSN 00253154, 14697769;Q3
ISSN 0887302X;Q1
ISSN 09214526;Q2
ISSN 15244695;Q2
-;Q2
ISSN 00356883;Q2
ISSN 17527074, 17527066;Q1
ISSN 01919512, 15476545;Q2
ISSN 09243046, 15685519;Q2
ISSN 15072711;Q2
ISSN 01618202;Q2
ISSN 10979867, 10837450;Q2
ISSN 10476210;Q2
ISSN 19739621;Q2
ISSN 15306550;Q2
ISSN 14358921, 03777332;Q2
ISSN 02655012;Q2
ISSN 10778004;Q1
-;-
ISSN 14770857, 14714175;Q1
ISSN 23837845, 23837837;Q2
ISSN 11877863;Q1
ISSN 16623800, 00741132;Q2
ISSN 2157491X, 21574928;-
ISSN 16089693;Q3
ISSN 18770657;Q2
ISSN 10014632;Q2
ISSN 01328077, 22215115;Q2
ISSN 18652433;Q3
ISSN 18163548, 1816353X;Q2
ISSN 14691787, 09565361;Q2
ISSN 01602527;Q1
ISSN 09331719, 16133722;Q1
ISSN 00309230;Q1
ISSN 01634372, 15404048;Q2
ISSN 09747842, 0974620X;Q2
-;-
ISSN 03639762;Q2
ISSN 10725520;Q2
ISSN 00223913, 10976841;Q2
ISSN 10973958;Q2
ISSN 19386389, 19375034;Q2
ISSN 01484184, 23274468;Q2
ISSN 19326246;Q3
ISSN 18762018;Q2
ISSN 14667681, 1466769X;Q2
ISSN 00208728;Q2
-;-
ISSN 03011623;Q2
ISSN 11297298;Q2
ISSN 15988198, 1598818X;Q2
ISSN 08852111;Q1
ISSN 15672018;Q2
ISSN 22124780;Q2
ISSN 13667017;Q2
ISSN 14604582;Q2
ISSN 14680173;Q2
ISSN 15357597, 15357511;Q3
ISSN 10991328, 09541748;Q2
ISSN 10575219;Q2
ISSN 02890003;Q2
ISSN 18889891;Q2
ISSN 14697017, 14791811;Q2
ISSN 03607283, 15456854;Q2
ISSN 00098604;Q2
ISSN 00974463;Q3
ISSN 16094069;Q2
ISSN 09565221;Q2
ISSN 08985669, 1538005X;Q2
ISSN 18271510, 04303202;Q2
ISSN 19606206, 19606214;Q2
-;-
ISSN 16613791, 16613805;Q2
ISSN 13552511;Q2
ISSN 1946391X;Q2
ISSN 16744799;Q2
ISSN 11982241;Q2
ISSN 15614263;Q1
ISSN 16405544;Q2
ISSN 02780771;Q1
ISSN 13515578;Q2
ISSN 13875841;Q2
ISSN 13463500, 14798301;Q2
